"subject","equivalent","spdxurl","OPLabel","SPDXLabel","OPid","SPDXid","BestMatch","LabelID","MinDistance"
"http://publications.europa.eu/resource/authority/licence/0BSD","https://opensource.org/licenses/0BSD","https://spdx.org/licenses/0BSD","Zero-Clause BSD / Free Public License 1.0.0 (0BSD)","BSD Zero Clause License","0BSD","0BSD","0BSD","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/AGPL_3_0","https://opensource.org/licenses/AGPL-3.0","https://spdx.org/licenses/AGPL-3.0","GNU Affero General Public License version 3","GNU Affero General Public License v3.0","AGPL-3-0","AGPL-3-0","AGPL-3-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/APACHE_1_1","https://opensource.org/licenses/Apache-1.1","https://spdx.org/licenses/Apache-1.1","Apache Software License, version 1.1 (Apache-1.1)","Apache License 1.1","APACHE-1-1","APACHE-1-1","APACHE-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/APACHE_2_0","https://opensource.org/licenses/Apache-2.0","https://spdx.org/licenses/Apache-2.0","Apache License, Version 2.0","Apache License 2.0","APACHE-2-0","APACHE-2-0","APACHE-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ARTISTIC_1_0","https://opensource.org/licenses/Artistic-1.0","https://spdx.org/licenses/Artistic-1.0","Artistic License 1.0 (Artistic-1.0)","Artistic License 1.0","ARTISTIC-1-0","ARTISTIC-1-0","ARTISTIC-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/APL_1_0","https://opensource.org/licenses/APL-1.0","https://spdx.org/licenses/APL-1.0","Adaptive Public License 1.0","Adaptive Public License 1.0","APL-1-0","APL-1-0","Adaptive Public License 1.0","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/APSL_2_0","https://opensource.org/licenses/APSL-2.0","https://spdx.org/licenses/APSL-2.0","Apple Public Source License 2.0","Apple Public Source License 2.0","APSL-2-0","APSL-2-0","Apple Public Source License 2.0","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ARTISTIC_2_0","https://opensource.org/licenses/Artistic-2.0","https://spdx.org/licenses/Artistic-2.0","Artistic License 2.0","Artistic License 2.0","ARTISTIC-2-0","ARTISTIC-2-0","Artistic License 2.0","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/BSD_2_CLAUSE","https://opensource.org/licenses/BSD-2-Clause","https://spdx.org/licenses/BSD-2-Clause","2-Clause BSD License","BSD 2-Clause ""Simplified"" License","BSD-2-CLAUSE","BSD-2-CLAUSE","BSD-2-CLAUSE","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/BSD_3_CLAUSE","https://opensource.org/licenses/BSD-3-Clause","https://spdx.org/licenses/BSD-3-Clause","3-Clause BSD License","BSD 3-Clause ""New"" or ""Revised"" License","BSD-3-CLAUSE","BSD-3-CLAUSE","BSD-3-CLAUSE","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/BSD_3_CLAUSE_LBNL","https://opensource.org/licenses/BSD-3-Clause-LBNL","https://spdx.org/licenses/BSD-3-Clause-LBNL","Lawrence Berkeley National Labs BSD Variant License (BSD-3-Clause-LBNL)","Lawrence Berkeley National Labs BSD variant license","BSD-3-CLAUSE-LBNL","BSD-3-CLAUSE-LBNL","BSD-3-CLAUSE-LBNL","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/BSL_1_0","https://opensource.org/licenses/BSL-1.0","https://spdx.org/licenses/BSL-1.0","Boost Software License 1.0","Boost Software License 1.0","BSL-1-0","BSL-1-0","Boost Software License 1.0","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CATOSL_1_1","https://opensource.org/licenses/CATOSL-1.1","https://spdx.org/licenses/CATOSL-1.1","Computer Associates Trusted Open Source License 1.1 (CATOSL-1.1)","Computer Associates Trusted Open Source License 1.1","CATOSL-1-1","CATOSL-1-1","CATOSL-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_3_0_AT","https://creativecommons.org/licenses/by/3.0/at/legalcode","https://spdx.org/licenses/CC-BY-3.0-AT","Attribution 3.0 Austria","Creative Commons Attribution 3.0 Austria","CC-BY-3-0-AT","CC-BY-3-0-AT","CC-BY-3-0-AT","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_3_0_NL","http://creativecommons.org/licenses/by/3.0/nl/legalcode","https://spdx.org/licenses/CC-BY-3.0-NL","Attribution 3.0 Netherlands","Creative Commons Attribution 3.0 Netherlands","CC-BY-3-0-NL","CC-BY-3-0-NL","CC-BY-3-0-NL","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CECILL_2_1","https://opensource.org/licenses/CECILL-2.1","https://spdx.org/licenses/CECILL-2.1","CEA CNRS Inria Free Software License Agreement, v2.1 (CECILL-2.1)","CeCILL Free Software License Agreement v2.1","CECILL-2-1","CECILL-2-1","CECILL-2-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CNRI_PYTHON","https://opensource.org/licenses/CNRI-Python","https://spdx.org/licenses/CNRI-Python","The CNRI portion of the multi-part Python License (CNRI-Python)","CNRI Python License","CNRI-PYTHON","CNRI-PYTHON","CNRI-PYTHON","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CPAL_1_0","https://opensource.org/licenses/CPAL-1.0","https://spdx.org/licenses/CPAL-1.0","Common Public Attribution License Version 1.0 (CPAL-1.0)","Common Public Attribution License 1.0","CPAL-1-0","CPAL-1-0","CPAL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CPL_1_0","https://opensource.org/licenses/CPL-1.0","https://spdx.org/licenses/CPL-1.0","Common Public License, version 1.0 (CPL-1.0)","Common Public License 1.0","CPL-1-0","CPL-1-0","CPL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CDDL_1_0","https://opensource.org/licenses/CDDL-1.0","https://spdx.org/licenses/CDDL-1.0","Common Development and Distribution License 1.0","Common Development and Distribution License 1.0","CDDL-1-0","CDDL-1-0","Common Development and Distribution License 1.0","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_1_0","http://creativecommons.org/licenses/by/1.0/","https://spdx.org/licenses/CC-BY-1.0","Creative Commons Attribution 1.0 Generic","Creative Commons Attribution 1.0 Generic","CC-BY-1-0","CC-BY-1-0","Creative Commons Attribution 1.0 Generic","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_2_0","http://creativecommons.org/licenses/by/2.0/","https://spdx.org/licenses/CC-BY-2.0","Creative Commons Attribution 2.0 Generic","Creative Commons Attribution 2.0 Generic","CC-BY-2-0","CC-BY-2-0","Creative Commons Attribution 2.0 Generic","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_2_5","http://creativecommons.org/licenses/by/2.5/","https://spdx.org/licenses/CC-BY-2.5","Creative Commons Attribution 2.5 Generic","Creative Commons Attribution 2.5 Generic","CC-BY-2-5","CC-BY-2-5","Creative Commons Attribution 2.5 Generic","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_3_0","http://creativecommons.org/licenses/by/3.0/","https://spdx.org/licenses/CC-BY-3.0","Creative Commons Attribution 3.0 Unported","Creative Commons Attribution 3.0 Unported","CC-BY-3-0","CC-BY-3-0","Creative Commons Attribution 3.0 Unported","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY",,"https://spdx.org/licenses/CC-BY-4.0","Creative Commons Attribution 4.0 International","Creative Commons Attribution 4.0 International","CC-BY","CC-BY-4-0","Creative Commons Attribution 4.0 International","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/CC_BY_4_0","http://creativecommons.org/licenses/by/4.0/","https://spdx.org/licenses/CC-BY-4.0","Creative Commons Attribution 4.0 International","Creative Commons Attribution 4.0 International","CC-BY-4-0","CC-BY-4-0","Creative Commons Attribution 4.0 International","Label","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ECL_1_0","https://opensource.org/licenses/ECL-1.0","https://spdx.org/licenses/ECL-1.0","Educational Community License version 1.0 (ECL-1.0)","Educational Community License v1.0","ECL-1-0","ECL-1-0","ECL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ECL_2_0","https://opensource.org/licenses/ECL-2.0","https://spdx.org/licenses/ECL-2.0","Educational Community License version 2.0 (ECL-2.0)","Educational Community License v2.0","ECL-2-0","ECL-2-0","ECL-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ECOS_2_0","https://opensource.org/licenses/eCos-2.0","https://spdx.org/licenses/eCos-2.0","eCos License version 2.0","eCos license version 2.0","ECOS-2-0","ECOS-2-0","ECOS-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/EFL_1_0","https://opensource.org/licenses/EFL-1.0","https://spdx.org/licenses/EFL-1.0","The Eiffel Forum License, version 1 (EFL-1.0)","Eiffel Forum License v1.0","EFL-1-0","EFL-1-0","EFL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ENTESSA","https://opensource.org/licenses/Entessa","https://spdx.org/licenses/Entessa","Entessa Public License Version 1.0 (Entessa)","Entessa Public License v1.0","ENTESSA","ENTESSA","ENTESSA","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/EPL_1_0","https://opensource.org/licenses/EPL-1.0","https://spdx.org/licenses/EPL-1.0","Eclipse Public License 1.0 (EPL-1.0)","Eclipse Public License 1.0","EPL-1-0","EPL-1-0","EPL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/EPL_2_0","https://opensource.org/licenses/EPL-2.0","https://spdx.org/licenses/EPL-2.0","Eclipse Public License version 2.0","Eclipse Public License 2.0","EPL-2-0","EPL-2-0","EPL-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ETALAB_2_0","https://www.etalab.gouv.fr/licence-ouverte-open-licence/","https://spdx.org/licenses/etalab-2.0","Etalab Open Licence V 2.0","Etalab Open License 2.0","ETALAB-2-0","ETALAB-2-0","ETALAB-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/EUPL_1_0","http://ec.europa.eu/idabc/en/document/7330.html","https://spdx.org/licenses/EUPL-1.0","European Union Public Licence v.1.0","European Union Public License 1.0","EUPL-1-0","EUPL-1-0","EUPL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/EUPL_1_1","https://joinup.ec.europa.eu/collection/eupl/eupl-text-11-12","https://spdx.org/licenses/EUPL-1.1","European Union Public Licence v. 1.1","European Union Public License 1.1","EUPL-1-1","EUPL-1-1","EUPL-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/EUPL_1_2","https://joinup.ec.europa.eu/collection/eupl/eupl-text-11-12","https://spdx.org/licenses/EUPL-1.2","European Union Public Licence v. 1.2","European Union Public License 1.2","EUPL-1-2","EUPL-1-2","EUPL-1-2","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/FAIR","https://opensource.org/licenses/Fair","https://spdx.org/licenses/Fair","Fair License (Fair)","Fair License","FAIR","FAIR","FAIR","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/FRAMEWORX_1_0","https://opensource.org/licenses/Frameworx-1.0","https://spdx.org/licenses/Frameworx-1.0","Frameworx License 1.0 (Frameworx-1.0)","Frameworx Open License 1.0","FRAMEWORX-1-0","FRAMEWORX-1-0","FRAMEWORX-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/GPL_2_0","https://opensource.org/licenses/GPL-2.0","https://spdx.org/licenses/GPL-2.0","GNU General Public License version 2","GNU General Public License v2.0 only","GPL-2-0","GPL-2-0","GPL-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/GPL_3_0","https://opensource.org/licenses/GPL-3.0","https://spdx.org/licenses/GPL-3.0","GNU General Public License version 3","GNU General Public License v3.0 only","GPL-3-0","GPL-3-0","GPL-3-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/HPND","https://opensource.org/licenses/HPND","https://spdx.org/licenses/HPND","Historical Permission Notice and Disclaimer (HPND)","Historical Permission Notice and Disclaimer","HPND","HPND","HPND","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/IPA","https://opensource.org/licenses/IPA","https://spdx.org/licenses/IPA","IPA Font License (IPA)","IPA Font License","IPA","IPA","IPA","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/IPL_1_0","https://opensource.org/licenses/IPL-1.0","https://spdx.org/licenses/IPL-1.0","IBM Public License Version 1.0 (IPL-1.0)","IBM Public License v1.0","IPL-1-0","IPL-1-0","IPL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/ISC","https://opensource.org/licenses/ISC","https://spdx.org/licenses/ISC","ISC License (ISC)","ISC License","ISC","ISC","ISC","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LGPL_2_1","https://opensource.org/licenses/LGPL-2.1","https://spdx.org/licenses/LGPL-2.1","GNU Lesser General Public License version 2.1","GNU Lesser General Public License v2.1 only","LGPL-2-1","LGPL-2-1","LGPL-2-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LGPL_3_0","https://opensource.org/licenses/LGPL-3.0","https://spdx.org/licenses/LGPL-3.0","GNU Lesser General Public License version 3","GNU Lesser General Public License v3.0 only","LGPL-3-0","LGPL-3-0","LGPL-3-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LILIQ_P_1_1","https://opensource.org/licenses/LiLiQ-P-1.1","https://spdx.org/licenses/LiLiQ-P-1.1","Québec Free and Open-Source Licence – Permissive (LiLiQ-P) version 1.1","Licence Libre du Québec – Permissive version 1.1","LILIQ-P-1-1","LILIQ-P-1-1","LILIQ-P-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LILIQ_R_1_1","https://opensource.org/licenses/LiLiQ-R-1.1","https://spdx.org/licenses/LiLiQ-R-1.1","Québec Free and Open-Source Licence – Reciprocity (LiLiQ-R) version 1.1","Licence Libre du Québec – Réciprocité version 1.1","LILIQ-R-1-1","LILIQ-R-1-1","LILIQ-R-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LILIQ_RPLUS_1_1","https://opensource.org/licenses/LiLiQ-Rplus-1.1","https://spdx.org/licenses/LiLiQ-Rplus-1.1","Québec Free and Open-Source Licence – Strong Reciprocity (LiLiQ-R+) version 1.1","Licence Libre du Québec – Réciprocité forte version 1.1","LILIQ-RPLUS-1-1","LILIQ-RPLUS-1-1","LILIQ-RPLUS-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LPL_1_0","https://opensource.org/licenses/LPL-1.0","https://spdx.org/licenses/LPL-1.0","Lucent Public License, Plan 9, version 1.0 (LPL-1.0)","Lucent Public License Version 1.0","LPL-1-0","LPL-1-0","LPL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LPL_1_02","https://opensource.org/licenses/LPL-1.02","https://spdx.org/licenses/LPL-1.02","Lucent Public License Version 1.02 (LPL-1.02)","Lucent Public License v1.02","LPL-1-02","LPL-1-02","LPL-1-02","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/LPPL_1_3C","https://opensource.org/licenses/LPPL-1.3c","https://spdx.org/licenses/LPPL-1.3c","LaTeX Project Public License v1.3c (LPPL-1.3c)","LaTeX Project Public License v1.3c","LPPL-1-3C","LPPL-1-3C","LPPL-1-3C","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MIROS","https://opensource.org/licenses/MS-RL","https://spdx.org/licenses/MirOS","MirOS License (MirOS)","The MirOS Licence","MIROS","MIROS","MIROS","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MIT","https://opensource.org/licenses/MIT","https://spdx.org/licenses/MIT","The MIT License","MIT License","MIT","MIT","MIT","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MOTOSOTO","https://opensource.org/licenses/Motosoto","https://spdx.org/licenses/Motosoto","Motosoto Open Source License – Version 0.9.1 (Motosoto)","Motosoto License","MOTOSOTO","MOTOSOTO","MOTOSOTO","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MPL_1_0","https://opensource.org/licenses/MPL-1.0","https://spdx.org/licenses/MPL-1.0","The Mozilla Public License (MPL), version 1.0 (MPL-1.0)","Mozilla Public License 1.0","MPL-1-0","MPL-1-0","MPL-1-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MPL_1_1","https://opensource.org/licenses/MPL-1.1","https://spdx.org/licenses/MPL-1.1","Mozilla Public License (MPL), version 1.1 (MPL-1.1)","Mozilla Public License 1.1","MPL-1-1","MPL-1-1","MPL-1-1","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MPL_2_0","https://opensource.org/licenses/MPL-2.0","https://spdx.org/licenses/MPL-2.0","Mozilla Public License (MPL), version 2.0 (MPL-2.0)","Mozilla Public License 2.0","MPL-2-0","MPL-2-0","MPL-2-0","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MS_PL","https://opensource.org/licenses/MS-PL","https://spdx.org/licenses/MS-PL","Microsoft Public License (MS-PL)","Microsoft Public License","MS-PL","MS-PL","MS-PL","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MS_RL","https://opensource.org/licenses/MS-RL","https://spdx.org/licenses/MS-RL","Microsoft Reciprocal License (MS-RL)","Microsoft Reciprocal License","MS-RL","MS-RL","MS-RL","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/MULTICS","https://opensource.org/licenses/Multics","https://spdx.org/licenses/Multics","Multics License (Multics)","Multics License","MULTICS","MULTICS","MULTICS","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/NASA_1_3","https://opensource.org/licenses/NASA-1.3","https://spdx.org/licenses/NASA-1.3","NASA Open Source Agreement v1.3 (NASA-1.3)","NASA Open Source Agreement 1.3","NASA-1-3","NASA-1-3","NASA-1-3","ID","0.0e0"
"http://publications.europa.eu/resource/authority/licence/NAUMEN","https://opensource.org/licenses/Naumen","https://spdx.org/licenses/Naumen","NAUMEN Public License (Naumen)","Naumen Public License","NAUMEN","NAUMEN","NAUMEN","ID","0.0e0"
