"subject","equivalent","spdxurl","OPLabel","SPDXLabel","OPid","SPDXid","BestMatch","LabelID","MinDistance"
"http://publications.europa.eu/resource/authority/licence/CC_BYSA_1_0","http://creativecommons.org/licenses/by-sa/1.0/","https://spdx.org/licenses/CC-BY-SA-1.0","Creative Commons Attribution–ShareAlike 1.0 Generic","Creative Commons Attribution Share Alike 1.0 Generic","CC-BYSA-1-0","CC-BY-SA-1-0","Creative Commons Attribution Share Alike 1.0 Generic","Label","0.11106576079405461e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYSA_2_0","http://creativecommons.org/licenses/by-sa/2.0/","https://spdx.org/licenses/CC-BY-SA-2.0","Creative Commons Attribution–ShareAlike 2.0 Generic","Creative Commons Attribution Share Alike 2.0 Generic","CC-BYSA-2-0","CC-BY-SA-2-0","Creative Commons Attribution Share Alike 2.0 Generic","Label","0.11106576079405461e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYSA_2_5","http://creativecommons.org/licenses/by-sa/2.5/","https://spdx.org/licenses/CC-BY-SA-2.5","Creative Commons Attribution–ShareAlike 2.5 Generic","Creative Commons Attribution Share Alike 2.5 Generic","CC-BYSA-2-5","CC-BY-SA-2-5","Creative Commons Attribution Share Alike 2.5 Generic","Label","0.11106576079405461e0"
"http://publications.europa.eu/resource/authority/licence/DLDE_BY_1_0","https://www.govdata.de/dl-de/by-1-0","https://spdx.org/licenses/DL-DE-BY-2.0","Data licence Germany – attribution – Version 1.0","Data licence Germany – attribution – version 2.0","DLDE-BY-1-0","DL-DE-BY-2-0","Data licence Germany – attribution – version 2.0","Label","0.11538461538461531e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYND_1_0","http://creativecommons.org/licenses/by-nd/1.0/","https://spdx.org/licenses/CC-BY-1.0","Creative Commons Attribution–NoDerivs 1.0 Generic","Creative Commons Attribution 1.0 Generic","CC-BYND-1-0","CC-BY-1-0","Creative Commons Attribution 1.0 Generic","Label","0.14254391688025514e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYND_2_0","http://creativecommons.org/licenses/by-nd/2.0/","https://spdx.org/licenses/CC-BY-2.0","Creative Commons Attribution–NoDerivs 2.0 Generic","Creative Commons Attribution 2.0 Generic","CC-BYND-2-0","CC-BY-2-0","Creative Commons Attribution 2.0 Generic","Label","0.14254391688025514e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYND_2_5","http://creativecommons.org/licenses/by-nd/2.5/","https://spdx.org/licenses/CC-BY-2.5","Creative Commons Attribution–NoDerivs 2.5 Generic","Creative Commons Attribution 2.5 Generic","CC-BYND-2-5","CC-BY-2-5","Creative Commons Attribution 2.5 Generic","Label","0.14254391688025514e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYND_3_0","http://creativecommons.org/licenses/by-nd/3.0/","https://spdx.org/licenses/CC-BY-3.0","Creative Commons Attribution–NoDerivs 3.0 Unported","Creative Commons Attribution 3.0 Unported","CC-BYND-3-0","CC-BY-3-0","Creative Commons Attribution 3.0 Unported","Label","0.14483719748610502e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCSA",,"https://spdx.org/licenses/CC-BY-NC-SA-4.0","Creative Commons Attribution–NonCommercial–ShareAlike 4.0 International","Creative Commons Attribution Non Commercial Share Alike 4.0 International","CC-BYNCSA","CC-BY-NC-SA-4-0","Creative Commons Attribution Non Commercial Share Alike 4.0 International","Label","0.14576958298060372e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_4_0","http://creativecommons.org/licenses/by-nc-sa/4.0/","https://spdx.org/licenses/CC-BY-NC-SA-4.0","Creative Commons Attribution–NonCommercial–ShareAlike 4.0 International","Creative Commons Attribution Non Commercial Share Alike 4.0 International","CC-BYNCSA-4-0","CC-BY-NC-SA-4-0","Creative Commons Attribution Non Commercial Share Alike 4.0 International","Label","0.14576958298060372e0"
"http://publications.europa.eu/resource/authority/licence/DLDE_ZERO_2_0","https://www.govdata.de/dl-de/by-2-0","https://spdx.org/licenses/DL-DE-ZERO-2.0","Data licence Germany – Zero – Version 2.0","Data licence Germany – zero – version 2.0","DLDE-ZERO-2-0","DL-DE-ZERO-2-0","Data licence Germany – zero – version 2.0","Label","0.14634146341463417e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCND",,"https://spdx.org/licenses/CC-BY-NC-ND-4.0","Creative Commons Attribution–NonCommercial–NoDerivatives 4.0 International","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","CC-BYNCND","CC-BY-NC-ND-4-0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","Label","0.1469429679609522e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCND_4_0","http://creativecommons.org/licenses/by-nc-nd/4.0/","https://spdx.org/licenses/CC-BY-NC-ND-4.0","Creative Commons Attribution–NonCommercial–NoDerivatives 4.0 International","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","CC-BYNCND-4-0","CC-BY-NC-ND-4-0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","Label","0.1469429679609522e0"
"http://publications.europa.eu/resource/authority/licence/EU_DATAGRID","https://opensource.org/licenses/EUDatagrid","https://spdx.org/licenses/EUDatagrid","EU DataGrid Software License (EUDatagrid)","EU DataGrid Software License","EU-DATAGRID","EUDATAGRID","EU DataGrid Software License","Label","0.15217724800320498e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_3_0","http://creativecommons.org/licenses/by-nc-sa/3.0/","https://spdx.org/licenses/CC-BY-NC-SA-3.0","Creative Commons Attribution–NonCommercial–ShareAlike 3.0 Unported","Creative Commons Attribution Non Commercial Share Alike 3.0 Unported","CC-BYNCSA-3-0","CC-BY-NC-SA-3-0","Creative Commons Attribution Non Commercial Share Alike 3.0 Unported","Label","0.16827128520896362e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_1_0","http://creativecommons.org/licenses/by-nc-sa/1.0/","https://spdx.org/licenses/CC-BY-NC-SA-1.0","Creative Commons Attribution–NonCommercial–ShareAlike 1.0 Generic","Creative Commons Attribution Non Commercial Share Alike 1.0 Generic","CC-BYNCSA-1-0","CC-BY-NC-SA-1-0","Creative Commons Attribution Non Commercial Share Alike 1.0 Generic","Label","0.17066658865300344e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_2_0","http://creativecommons.org/licenses/by-nc-sa/2.0/","https://spdx.org/licenses/CC-BY-NC-SA-2.0","Creative Commons Attribution–NonCommercial–ShareAlike 2.0 Generic","Creative Commons Attribution Non Commercial Share Alike 2.0 Generic","CC-BYNCSA-2-0","CC-BY-NC-SA-2-0","Creative Commons Attribution Non Commercial Share Alike 2.0 Generic","Label","0.17066658865300344e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_2_5","http://creativecommons.org/licenses/by-nc-sa/2.5/","https://spdx.org/licenses/CC-BY-NC-SA-2.5","Creative Commons Attribution–NonCommercial–ShareAlike 2.5 Generic","Creative Commons Attribution Non Commercial Share Alike 2.5 Generic","CC-BYNCSA-2-5","CC-BY-NC-SA-2-5","Creative Commons Attribution Non Commercial Share Alike 2.5 Generic","Label","0.17066658865300344e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCND_1_0","http://creativecommons.org/licenses/by-nd-nc/1.0/","https://spdx.org/licenses/CC-BY-NC-1.0","Creative Commons Attribution–NoDerivs–NonCommercial 1.0 Generic","Creative Commons Attribution Non Commercial 1.0 Generic","CC-BYNCND-1-0","CC-BY-NC-1-0","Creative Commons Attribution Non Commercial 1.0 Generic","Label","0.18306706209042e0"
"http://publications.europa.eu/resource/authority/licence/CC0","http://creativecommons.org/publicdomain/zero/1.0/","https://spdx.org/licenses/CC0-1.0","Creative Commons CC0 1.0 Universal","Creative Commons Zero v1.0 Universal","CC0","CC0-1-0","Creative Commons Zero v1.0 Universal","Label","0.19967326933495888e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCND_2_0","http://creativecommons.org/licenses/by-nc-nd/2.0/","https://spdx.org/licenses/CC-BY-NC-2.0","Creative Commons Attribution–NonCommercial–NoDerivs 2.0 Generic","Creative Commons Attribution Non Commercial 2.0 Generic","CC-BYNCND-2-0","CC-BY-NC-2-0","Creative Commons Attribution Non Commercial 2.0 Generic","Label","0.21389472012474375e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCND_2_5","http://creativecommons.org/licenses/by-nc-nd/2.5/","https://spdx.org/licenses/CC-BY-NC-2.5","Creative Commons Attribution–NonCommercial–NoDerivs 2.5 Generic","Creative Commons Attribution Non Commercial 2.5 Generic","CC-BYNCND-2-5","CC-BY-NC-2-5","Creative Commons Attribution Non Commercial 2.5 Generic","Label","0.21389472012474375e0"
"http://publications.europa.eu/resource/authority/licence/POSTGRE_SQL","https://opensource.org/licenses/PostgreSQL","https://spdx.org/licenses/PostgreSQL","The PostgreSQL Licence (PostgreSQL)","PostgreSQL License","POSTGRE-SQL","POSTGRESQL","PostgreSQL License","Label","0.2142857142857143e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYNCND_3_0","http://creativecommons.org/licenses/by-nc-nd/3.0/","https://spdx.org/licenses/CC-BY-NC-3.0","Creative Commons Attribution–NonCommercial–NoDerivs 3.0 Unported","Creative Commons Attribution Non Commercial 3.0 Unported","CC-BYNCND-3-0","CC-BY-NC-3-0","Creative Commons Attribution Non Commercial 3.0 Unported","Label","0.21454759286703573e0"
"http://publications.europa.eu/resource/authority/licence/DLDE_BYNC_1_0","https://www.govdata.de/dl-de/by-nc-1-0","https://spdx.org/licenses/DL-DE-BY-2.0","Data licence Germany – attribution – non-commercial – Version 1.0","Data licence Germany – attribution – version 2.0","DLDE-BYNC-1-0","DL-DE-BY-2-0","Data licence Germany – attribution – version 2.0","Label","0.2209270322065653e0"
"http://publications.europa.eu/resource/authority/licence/EFL_2","https://opensource.org/licenses/EFL-2.0","https://spdx.org/licenses/EFL-2.0","Eiffel Forum License, version 2","Eiffel Forum License v2.0","EFL-2","EFL-2-0","EFL-2-0","ID","0.2254033307585166e0"
"http://publications.europa.eu/resource/authority/licence/CC_BYSA_3_0_NL","http://creativecommons.org/licenses/by-sa/3.0/nl/legalcode/","https://spdx.org/licenses/CC-BY-3.0-NL","Attribution-ShareAlike 3.0 Netherlands ","Creative Commons Attribution 3.0 Netherlands","CC-BYSA-3-0-NL","CC-BY-3-0-NL","CC-BY-3-0-NL","ID","0.26970325665977857e0"
"http://publications.europa.eu/resource/authority/licence/IODL_1_0","http://www.formez.it/iodl/","https://spdx.org/licenses/CDL-1.0","Italian Open Data License v1.0","Common Documentation License 1.0","IODL-1-0","CDL-1-0","CDL-1-0","ID","0.26970325665977857e0"
"http://publications.europa.eu/resource/authority/licence/IODL_2_0","https://www.dati.gov.it/content/italian-open-data-license-v20","https://spdx.org/licenses/ODbL-1.0","Italian Open Data License v2.0","Open Data Commons Open Database License v1.0","IODL-2-0","ODBL-1-0","Open Data Commons Open Database License v1.0","Label","0.37963541626816866e0"
"http://publications.europa.eu/resource/authority/licence/CC_PDM_1_0","http://creativecommons.org/publicdomain/mark/1.0/","https://spdx.org/licenses/SAX-PD","Public Domain Mark 1.0","Sax Public Domain Notice","CC-PDM-1-0","SAX-PD","Sax Public Domain Notice","Label","0.42792244645264466e0"
"http://publications.europa.eu/resource/authority/licence/BSD_PLUS_PATENT","https://opensource.org/licenses/BSDplusPatent","https://spdx.org/licenses/BSD-2-Clause-Patent","BSD+Patent","BSD-2-Clause Plus Patent License","BSD-PLUS-PATENT","BSD-2-CLAUSE-PATENT","BSD-2-CLAUSE-PATENT","ID","0.5291290442025812e0"
"http://publications.europa.eu/resource/authority/licence/EUROGEO_2022","https://www.mapsforeurope.org/licence","https://spdx.org/licenses/ODbL-1.0","EuroGeographics Open Data Licence v.2022","Open Data Commons Open Database License v1.0","EUROGEO-2022","ODBL-1-0","Open Data Commons Open Database License v1.0","Label","0.5313842448734645e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/AFL-1.1","ISA Open Metadata Licence 1.1","Academic Free License v1.1","ISA-OML-1-1","AFL-1-1","AFL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/DRL-1.1","ISA Open Metadata Licence 1.1","Detection Rule License 1.1","ISA-OML-1-1","DRL-1-1","DRL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/MPL-1.1","ISA Open Metadata Licence 1.1","Mozilla Public License 1.1","ISA-OML-1-1","MPL-1-1","MPL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/NPL-1.1","ISA Open Metadata Licence 1.1","Netscape Public License v1.1","ISA-OML-1-1","NPL-1-1","NPL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/OFL-1.1","ISA Open Metadata Licence 1.1","SIL Open Font License 1.1","ISA-OML-1-1","OFL-1-1","OFL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/OML","ISA Open Metadata Licence 1.1","Open Market License","ISA-OML","OML","OML","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/OSL-1.1","ISA Open Metadata Licence 1.1","Open Software License 1.1","ISA-OML-1-1","OSL-1-1","OSL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/RPL-1.1","ISA Open Metadata Licence 1.1","Reciprocal Public License 1.1","ISA-OML-1-1","RPL-1-1","RPL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/YPL-1.1","ISA Open Metadata Licence 1.1","Yahoo! Public License v1.1","ISA-OML-1-1","YPL-1-1","YPL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/ISA_OML_1_1","https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11","https://spdx.org/licenses/ZPL-1.1","ISA Open Metadata Licence 1.1","Zope Public License 1.1","ISA-OML-1-1","ZPL-1-1","ZPL-1-1","ID","0.5527864045000421e0"
"http://publications.europa.eu/resource/authority/licence/PSEUL","https://www.ordnancesurvey.co.uk/documents/licensing/inspire-end-user-licence.pdf","https://spdx.org/licenses/Spencer-86","INSPIRE End User Licence","Spencer License 86","PSEUL","SPENCER-86","Spencer License 86","Label","0.5735985672887791e0"
"http://publications.europa.eu/resource/authority/licence/PSEUL","https://www.ordnancesurvey.co.uk/documents/licensing/inspire-end-user-licence.pdf","https://spdx.org/licenses/Spencer-94","INSPIRE End User Licence","Spencer License 94","PSEUL","SPENCER-94","Spencer License 94","Label","0.5735985672887791e0"
"http://publications.europa.eu/resource/authority/licence/PSEUL","https://www.ordnancesurvey.co.uk/documents/licensing/inspire-end-user-licence.pdf","https://spdx.org/licenses/Spencer-99","INSPIRE End User Licence","Spencer License 99","PSEUL","SPENCER-99","Spencer License 99","Label","0.5735985672887791e0"
"http://publications.europa.eu/resource/authority/licence/HROD","http://data.gov.hr/open-licence-republic-croatia","https://spdx.org/licenses/OPL-1.0","Open Licence – The Republic of Croatia","Open Public License v1.0","HROD","OPL-1-0","Open Public License v1.0","Label","0.6091320200147141e0"
"http://publications.europa.eu/resource/authority/licence/COM_REUSE","http://data.europa.eu/eli/dec/2011/833/oj","https://spdx.org/licenses/SGP4","European Commission reuse notice","SGP4 Permission Notice","COM-REUSE","SGP4","SGP4 Permission Notice","Label","0.6325765385825233e0"
"http://publications.europa.eu/resource/authority/licence/CLARIN_ACA_1_0","https://www.clarin.eu/content/licenses-and-clarin-categories","https://spdx.org/licenses/AFL-1.1","Clarin Academic End-User Licence (ACA) 1.0","Academic Free License v1.1","CLARIN-ACA-1-0","AFL-1-1","Academic Free License v1.1","Label","0.6449765265976535e0"
"http://publications.europa.eu/resource/authority/licence/CLARIN_ACA_1_0","https://www.clarin.eu/content/licenses-and-clarin-categories","https://spdx.org/licenses/AFL-1.2","Clarin Academic End-User Licence (ACA) 1.0","Academic Free License v1.2","CLARIN-ACA-1-0","AFL-1-2","Academic Free License v1.2","Label","0.6449765265976535e0"
"http://publications.europa.eu/resource/authority/licence/CLARIN_ACA_1_0","https://www.clarin.eu/content/licenses-and-clarin-categories","https://spdx.org/licenses/AFL-2.0","Clarin Academic End-User Licence (ACA) 1.0","Academic Free License v2.0","CLARIN-ACA-1-0","AFL-2-0","Academic Free License v2.0","Label","0.6449765265976535e0"
"http://publications.europa.eu/resource/authority/licence/CLARIN_ACA_1_0","https://www.clarin.eu/content/licenses-and-clarin-categories","https://spdx.org/licenses/AFL-2.1","Clarin Academic End-User Licence (ACA) 1.0","Academic Free License v2.1","CLARIN-ACA-1-0","AFL-2-1","Academic Free License v2.1","Label","0.6449765265976535e0"
"http://publications.europa.eu/resource/authority/licence/CLARIN_ACA_1_0","https://www.clarin.eu/content/licenses-and-clarin-categories","https://spdx.org/licenses/AFL-3.0","Clarin Academic End-User Licence (ACA) 1.0","Academic Free License v3.0","CLARIN-ACA-1-0","AFL-3-0","Academic Free License v3.0","Label","0.6449765265976535e0"
"http://publications.europa.eu/resource/authority/licence/OP_DATPRO",,"https://spdx.org/licenses/C-UDA-1.0","Provisional data","Computational Use of Data Agreement v1.0","OP-DATPRO","C-UDA-1-0","Computational Use of Data Agreement v1.0","Label","0.7832225076189699e0"